# Particle 0, r = 1.00000 AU, Hd = 1.713804e-03 AU, sigma_dust = 3.330000e-08 g/cm^2
# z[AU]      rho[z][g/cm^2]
 -0.10577748  1.34073873e-11
 -0.10322863  2.03713704e-11
 -0.10067977  3.06383387e-11
 -0.09813092  4.56119938e-11
 -0.09558206  6.72143149e-11
 -0.09303321  9.80422730e-11
 -0.09048435  1.41557812e-10
 -0.08793550  2.02312720e-10
 -0.08538664  2.86207764e-10
 -0.08283779  4.00782278e-10
 -0.08028893  5.55526120e-10
 -0.07774008  7.62200683e-10
 -0.07519122  1.03514946e-09
 -0.07264237  1.39157193e-09
 -0.07009351  1.85172776e-09
 -0.06754466  2.43903196e-09
 -0.06499580  3.17999707e-09
 -0.06244695  4.10397612e-09
 -0.05989809  5.24266135e-09
 -0.05734924  6.62929983e-09
 -0.05480038  8.29759807e-09
 -0.05225153  1.02803051e-08
 -0.04970267  1.26074857e-08
 -0.04715382  1.53045247e-08
 -0.04460496  1.83899302e-08
 -0.04205611  2.18730423e-08
 -0.03950725  2.57517756e-08
 -0.03695840  3.00105560e-08
 -0.03440954  3.46186223e-08
 -0.03186069  3.95288696e-08
 -0.02931183  4.46773994e-08
 -0.02676298  4.99839129e-08
 -0.02421412  5.53530420e-08
 -0.02166527  6.06766522e-08
 -0.01911641  6.58370866e-08
 -0.01656756  7.07112434e-08
 -0.01401870  7.51753085e-08
 -0.01146985  7.91099008e-08
 -0.00892099  8.24053364e-08
 -0.00637214  8.49666918e-08
 -0.00382328  8.67183404e-08
 -0.00127443  8.76076603e-08
  0.00127443  8.76076603e-08
  0.00382328  8.67183404e-08
  0.00637214  8.49666918e-08
  0.00892099  8.24053364e-08
  0.01146985  7.91099008e-08
  0.01401870  7.51753085e-08
  0.01656756  7.07112434e-08
  0.01911641  6.58370866e-08
  0.02166527  6.06766522e-08
  0.02421412  5.53530420e-08
  0.02676298  4.99839129e-08
  0.02931183  4.46773994e-08
  0.03186069  3.95288696e-08
  0.03440954  3.46186223e-08
  0.03695840  3.00105560e-08
  0.03950725  2.57517756e-08
  0.04205611  2.18730423e-08
  0.04460496  1.83899302e-08
  0.04715382  1.53045247e-08
  0.04970267  1.26074857e-08
  0.05225153  1.02803051e-08
  0.05480038  8.29759807e-09
  0.05734924  6.62929983e-09
  0.05989809  5.24266135e-09
  0.06244695  4.10397612e-09
  0.06499580  3.17999707e-09
  0.06754466  2.43903196e-09
  0.07009351  1.85172776e-09
  0.07264237  1.39157193e-09
  0.07519122  1.03514946e-09
  0.07774008  7.62200683e-10
  0.08028893  5.55526120e-10
  0.08283779  4.00782278e-10
  0.08538664  2.86207764e-10
  0.08793550  2.02312720e-10
  0.09048435  1.41557812e-10
  0.09303321  9.80422730e-11
  0.09558206  6.72143149e-11
  0.09813092  4.56119938e-11
  0.10067977  3.06383387e-11
  0.10322863  2.03713704e-11
  0.10577748  1.34073873e-11
  0.10832634  8.73447765e-12
  0.11087519  5.63246625e-12
  0.11342405  3.59525032e-12
  0.11597290  2.27158266e-12
  0.11852176  1.42068185e-12
  0.12107061  8.79496256e-13
  0.12361947  5.38939523e-13
  0.12616832  3.26900021e-13

# Particle 715, r = 36.07007 AU, Hd = 2.525942e-02 AU, sigma_dust = 5.544607e-09 g/cm^2
# z[AU]      rho[z][g/cm^2]
 -0.12629710  3.26344586e-13
 -0.12374564  5.38023812e-13
 -0.12119419  8.78001906e-13
 -0.11864273  1.41826797e-12
 -0.11609127  2.26772302e-12
 -0.11353982  3.58914163e-12
 -0.11098836  5.62289613e-12
 -0.10843690  8.71963691e-12
 -0.10588545  1.33846068e-11
 -0.10333399  2.03367575e-11
 -0.10078253  3.05862812e-11
 -0.09823108  4.55344946e-11
 -0.09567962  6.71001111e-11
 -0.09312816  9.78756895e-11
 -0.09057671  1.41317292e-10
 -0.08802525  2.01968971e-10
 -0.08547379  2.85721469e-10
 -0.08292234  4.00101309e-10
 -0.08037088  5.54582226e-10
 -0.07781942  7.60905629e-10
 -0.07526797  1.03339064e-09
 -0.07271651  1.38920751e-09
 -0.07016505  1.84858150e-09
 -0.06761360  2.43488780e-09
 -0.06506214  3.17459394e-09
 -0.06251069  4.09700306e-09
 -0.05995923  5.23375355e-09
 -0.05740777  6.61803600e-09
 -0.05485632  8.28349963e-09
 -0.05230486  1.02628378e-08
 -0.04975340  1.25860644e-08
 -0.04720195  1.52785208e-08
 -0.04465049  1.83586839e-08
 -0.04209903  2.18358778e-08
 -0.03954758  2.57080208e-08
 -0.03699612  2.99595651e-08
 -0.03444466  3.45598019e-08
 -0.03189321  3.94617062e-08
 -0.02934175  4.46014881e-08
 -0.02679029  4.98989854e-08
 -0.02423884  5.52589918e-08
 -0.02168738  6.05735566e-08
 -0.01913592  6.57252229e-08
 -0.01658447  7.05910980e-08
 -0.01403301  7.50475783e-08
 -0.01148155  7.89754853e-08
 -0.00893010  8.22653217e-08
 -0.00637864  8.48223251e-08
 -0.00382718  8.65709974e-08
 -0.00127573  8.74588063e-08
  0.00127573  8.74588063e-08
  0.00382718  8.65709974e-08
  0.00637864  8.48223251e-08
  0.00893010  8.22653217e-08
  0.01148155  7.89754853e-08
  0.01403301  7.50475783e-08
  0.01658447  7.05910980e-08
  0.01913592  6.57252229e-08
  0.02168738  6.05735566e-08
  0.02423884  5.52589918e-08
  0.02679029  4.98989854e-08
  0.02934175  4.46014881e-08
  0.03189321  3.94617062e-08
  0.03444466  3.45598019e-08
  0.03699612  2.99595651e-08
  0.03954758  2.57080208e-08
  0.04209903  2.18358778e-08
  0.04465049  1.83586839e-08
  0.04720195  1.52785208e-08
  0.04975340  1.25860644e-08
  0.05230486  1.02628378e-08
  0.05485632  8.28349963e-09
  0.05740777  6.61803600e-09
  0.05995923  5.23375355e-09
  0.06251069  4.09700306e-09
  0.06506214  3.17459394e-09
  0.06761360  2.43488780e-09
  0.07016505  1.84858150e-09
  0.07271651  1.38920751e-09
  0.07526797  1.03339064e-09
  0.07781942  7.60905629e-10
  0.08037088  5.54582226e-10
  0.08292234  4.00101309e-10
  0.08547379  2.85721469e-10
  0.08802525  2.01968971e-10
  0.09057671  1.41317292e-10
  0.09312816  9.78756895e-11
  0.09567962  6.71001111e-11
  0.09823108  4.55344946e-11
  0.10078253  3.05862812e-11
  0.10333399  2.03367575e-11
  0.10588545  1.33846068e-11
  0.10843690  8.71963691e-12
  0.11098836  5.62289613e-12
  0.11353982  3.58914163e-12
  0.11609127  2.26772302e-12
  0.11864273  1.41826797e-12
  0.12119419  8.78001906e-13
  0.12374564  5.38023812e-13
  0.12629710  3.26344586e-13

# Particle 716, r = 36.11912 AU, Hd = 2.528517e-02 AU, sigma_dust = 5.540841e-09 g/cm^2
# z[AU]      rho[z][g/cm^2]
 -0.12642583  3.25790847e-13
 -0.12387178  5.37110898e-13
 -0.12131772  8.76512119e-13
 -0.11876366  1.41586147e-12
 -0.11620960  2.26387516e-12
 -0.11365555  3.58305161e-12
 -0.11110149  5.61335525e-12
 -0.10854743  8.70484150e-12
 -0.10599338  1.33618959e-11
 -0.10343932  2.03022502e-11
 -0.10088526  3.05343826e-11
 -0.09833120  4.54572320e-11
 -0.09577715  6.69862562e-11
 -0.09322309  9.77096148e-11
 -0.09066903  1.41077505e-10
 -0.08811497  2.01626271e-10
 -0.08556092  2.85236659e-10
 -0.08300686  3.99422421e-10
 -0.08045280  5.53641215e-10
 -0.07789875  7.59614530e-10
 -0.07534469  1.03163719e-09
 -0.07279063  1.38685032e-09
 -0.07023657  1.84544484e-09
 -0.06768252  2.43075631e-09
 -0.06512846  3.16920732e-09
 -0.06257440  4.09005130e-09
 -0.06002035  5.22487296e-09
 -0.05746629  6.60680657e-09
 -0.05491223  8.26944425e-09
 -0.05235817  1.02454239e-08
 -0.04980412  1.25647084e-08
 -0.04725006  1.52525963e-08
 -0.04469600  1.83275330e-08
 -0.04214194  2.17988269e-08
 -0.03958789  2.56643996e-08
 -0.03703383  2.99087300e-08
 -0.03447977  3.45011611e-08
 -0.03192572  3.93947478e-08
 -0.02937166  4.45258086e-08
 -0.02681760  4.98143172e-08
 -0.02426354  5.51652287e-08
 -0.02170949  6.04707759e-08
 -0.01915543  6.56137009e-08
 -0.01660137  7.04713196e-08
 -0.01404731  7.49202381e-08
 -0.01149326  7.88414803e-08
 -0.00893920  8.21257345e-08
 -0.00638514  8.46783992e-08
 -0.00383109  8.64241044e-08
 -0.00127703  8.73104068e-08
  0.00127703  8.73104068e-08
  0.00383109  8.64241044e-08
  0.00638514  8.46783992e-08
  0.00893920  8.21257345e-08
  0.01149326  7.88414803e-08
  0.01404731  7.49202381e-08
  0.01660137  7.04713196e-08
  0.01915543  6.56137009e-08
  0.02170949  6.04707759e-08
  0.02426354  5.51652287e-08
  0.02681760  4.98143172e-08
  0.02937166  4.45258086e-08
  0.03192572  3.93947478e-08
  0.03447977  3.45011611e-08
  0.03703383  2.99087300e-08
  0.03958789  2.56643996e-08
  0.04214194  2.17988269e-08
  0.04469600  1.83275330e-08
  0.04725006  1.52525963e-08
  0.04980412  1.25647084e-08
  0.05235817  1.02454239e-08
  0.05491223  8.26944425e-09
  0.05746629  6.60680657e-09
  0.06002035  5.22487296e-09
  0.06257440  4.09005130e-09
  0.06512846  3.16920732e-09
  0.06768252  2.43075631e-09
  0.07023657  1.84544484e-09
  0.07279063  1.38685032e-09
  0.07534469  1.03163719e-09
  0.07789875  7.59614530e-10
  0.08045280  5.53641215e-10
  0.08300686  3.99422421e-10
  0.08556092  2.85236659e-10
  0.08811497  2.01626271e-10
  0.09066903  1.41077505e-10
  0.09322309  9.77096148e-11
  0.09577715  6.69862562e-11
  0.09833120  4.54572320e-11
  0.10088526  3.05343826e-11
  0.10343932  2.03022502e-11
  0.10599338  1.33618959e-11
  0.10854743  8.70484150e-12
  0.11110149  5.61335525e-12
  0.11365555  3.58305161e-12
  0.11620960  2.26387516e-12
  0.11876366  1.41586147e-12
  0.12131772  8.76512119e-13
  0.12387178  5.37110898e-13
  0.12642583  3.25790847e-13

# Particle 717, r = 36.16817 AU, Hd = 2.531090e-02 AU, sigma_dust = 5.537082e-09 g/cm^2
# z[AU]      rho[z][g/cm^2]
 -0.12655452  3.25238797e-13
 -0.12399787  5.36200767e-13
 -0.12144121  8.75026876e-13
 -0.11888455  1.41346230e-12
 -0.11632790  2.26003904e-12
 -0.11377124  3.57698015e-12
 -0.11121458  5.60384346e-12
 -0.10865793  8.69009122e-12
 -0.10610127  1.33392543e-11
 -0.10354461  2.02678482e-11
 -0.10098795  3.04826424e-11
 -0.09843130  4.53802051e-11
 -0.09587464  6.68727485e-11
 -0.09331798  9.75440466e-11
 -0.09076133  1.40838451e-10
 -0.08820467  2.01284617e-10
 -0.08564801  2.84753328e-10
 -0.08309135  3.98745603e-10
 -0.08053470  5.52703075e-10
 -0.07797804  7.58327369e-10
 -0.07542138  1.02988909e-09
 -0.07286473  1.38450031e-09
 -0.07030807  1.84231774e-09
 -0.06775141  2.42663741e-09
 -0.06519476  3.16383712e-09
 -0.06263810  4.08312074e-09
 -0.06008144  5.21601946e-09
 -0.05752478  6.59561139e-09
 -0.05496813  8.25543175e-09
 -0.05241147  1.02280631e-08
 -0.04985481  1.25434177e-08
 -0.04729816  1.52267509e-08
 -0.04474150  1.82964772e-08
 -0.04218484  2.17618889e-08
 -0.03962818  2.56209115e-08
 -0.03707153  2.98580499e-08
 -0.03451487  3.44426991e-08
 -0.03195821  3.93279938e-08
 -0.02940156  4.44503600e-08
 -0.02684490  4.97299072e-08
 -0.02428824  5.50717517e-08
 -0.02173159  6.03683087e-08
 -0.01917493  6.55025190e-08
 -0.01661827  7.03519065e-08
 -0.01406161  7.47932864e-08
 -0.01150496  7.87078841e-08
 -0.00894830  8.19865731e-08
 -0.00639164  8.45349123e-08
 -0.00383499  8.62776594e-08
 -0.00127833  8.71624601e-08
  0.00127833  8.71624601e-08
  0.00383499  8.62776594e-08
  0.00639164  8.45349123e-08
  0.00894830  8.19865731e-08
  0.01150496  7.87078841e-08
  0.01406161  7.47932864e-08
  0.01661827  7.03519065e-08
  0.01917493  6.55025190e-08
  0.02173159  6.03683087e-08
  0.02428824  5.50717517e-08
  0.02684490  4.97299072e-08
  0.02940156  4.44503600e-08
  0.03195821  3.93279938e-08
  0.03451487  3.44426991e-08
  0.03707153  2.98580499e-08
  0.03962818  2.56209115e-08
  0.04218484  2.17618889e-08
  0.04474150  1.82964772e-08
  0.04729816  1.52267509e-08
  0.04985481  1.25434177e-08
  0.05241147  1.02280631e-08
  0.05496813  8.25543175e-09
  0.05752478  6.59561139e-09
  0.06008144  5.21601946e-09
  0.06263810  4.08312074e-09
  0.06519476  3.16383712e-09
  0.06775141  2.42663741e-09
  0.07030807  1.84231774e-09
  0.07286473  1.38450031e-09
  0.07542138  1.02988909e-09
  0.07797804  7.58327369e-10
  0.08053470  5.52703075e-10
  0.08309135  3.98745603e-10
  0.08564801  2.84753328e-10
  0.08820467  2.01284617e-10
  0.09076133  1.40838451e-10
  0.09331798  9.75440466e-11
  0.09587464  6.68727485e-11
  0.09843130  4.53802051e-11
  0.10098795  3.04826424e-11
  0.10354461  2.02678482e-11
  0.10610127  1.33392543e-11
  0.10865793  8.69009122e-12
  0.11121458  5.60384346e-12
  0.11377124  3.57698015e-12
  0.11632790  2.26003904e-12
  0.11888455  1.41346230e-12
  0.12144121  8.75026876e-13
  0.12399787  5.36200767e-13
  0.12655452  3.25238797e-13

# Particle 718, r = 36.21722 AU, Hd = 2.533663e-02 AU, sigma_dust = 5.533332e-09 g/cm^2
# z[AU]      rho[z][g/cm^2]
 -0.12668317  3.24688428e-13
 -0.12412392  5.35293410e-13
 -0.12156466  8.73546157e-13
 -0.11900540  1.41107044e-12
 -0.11644615  2.25621461e-12
 -0.11388689  3.57092720e-12
 -0.11132764  5.59436065e-12
 -0.10876838  8.67538586e-12
 -0.10620912  1.33166816e-11
 -0.10364987  2.02335510e-11
 -0.10109061  3.04310597e-11
 -0.09853136  4.53034128e-11
 -0.09597210  6.67595866e-11
 -0.09341284  9.73789828e-11
 -0.09085359  1.40600124e-10
 -0.08829433  2.00944004e-10
 -0.08573508  2.84271469e-10
 -0.08317582  3.98070846e-10
 -0.08061656  5.51767792e-10
 -0.07805731  7.57044129e-10
 -0.07549805  1.02814631e-09
 -0.07293880  1.38215746e-09
 -0.07037954  1.83920018e-09
 -0.06782028  2.42253106e-09
 -0.06526103  3.15848328e-09
 -0.06270177  4.07621129e-09
 -0.06014252  5.20719292e-09
 -0.05758326  6.58445030e-09
 -0.05502400  8.24146192e-09
 -0.05246475  1.02107552e-08
 -0.04990549  1.25221917e-08
 -0.04734624  1.52009842e-08
 -0.04478698  1.82655159e-08
 -0.04222772  2.17250635e-08
 -0.03966847  2.55775558e-08
 -0.03710921  2.98075241e-08
 -0.03454996  3.43844153e-08
 -0.03199070  3.92614430e-08
 -0.02943144  4.43751412e-08
 -0.02687219  4.96457543e-08
 -0.02431293  5.49785594e-08
 -0.02175368  6.02661535e-08
 -0.01919442  6.53916758e-08
 -0.01663516  7.02328572e-08
 -0.01407591  7.46667213e-08
 -0.01151665  7.85746947e-08
 -0.00895740  8.18478356e-08
 -0.00639814  8.43918625e-08
 -0.00383888  8.61316606e-08
 -0.00127963  8.70149639e-08
  0.00127963  8.70149639e-08
  0.00383888  8.61316606e-08
  0.00639814  8.43918625e-08
  0.00895740  8.18478356e-08
  0.01151665  7.85746947e-08
  0.01407591  7.46667213e-08
  0.01663516  7.02328572e-08
  0.01919442  6.53916758e-08
  0.02175368  6.02661535e-08
  0.02431293  5.49785594e-08
  0.02687219  4.96457543e-08
  0.02943144  4.43751412e-08
  0.03199070  3.92614430e-08
  0.03454996  3.43844153e-08
  0.03710921  2.98075241e-08
  0.03966847  2.55775558e-08
  0.04222772  2.17250635e-08
  0.04478698  1.82655159e-08
  0.04734624  1.52009842e-08
  0.04990549  1.25221917e-08
  0.05246475  1.02107552e-08
  0.05502400  8.24146192e-09
  0.05758326  6.58445030e-09
  0.06014252  5.20719292e-09
  0.06270177  4.07621129e-09
  0.06526103  3.15848328e-09
  0.06782028  2.42253106e-09
  0.07037954  1.83920018e-09
  0.07293880  1.38215746e-09
  0.07549805  1.02814631e-09
  0.07805731  7.57044129e-10
  0.08061656  5.51767792e-10
  0.08317582  3.98070846e-10
  0.08573508  2.84271469e-10
  0.08829433  2.00944004e-10
  0.09085359  1.40600124e-10
  0.09341284  9.73789828e-11
  0.09597210  6.67595866e-11
  0.09853136  4.53034128e-11
  0.10109061  3.04310597e-11
  0.10364987  2.02335510e-11
  0.10620912  1.33166816e-11
  0.10876838  8.67538586e-12
  0.11132764  5.59436065e-12
  0.11388689  3.57092720e-12
  0.11644615  2.25621461e-12
  0.11900540  1.41107044e-12
  0.12156466  8.73546157e-13
  0.12412392  5.35293410e-13
  0.12668317  3.24688428e-13

# Particle 719, r = 36.26627 AU, Hd = 2.536236e-02 AU, sigma_dust = 5.529588e-09 g/cm^2
# z[AU]      rho[z][g/cm^2]
 -0.12681178  3.24139734e-13
 -0.12424992  5.34388812e-13
 -0.12168807  8.72069942e-13
 -0.11912621  1.40868586e-12
 -0.11656436  2.25240181e-12
 -0.11400251  3.56489265e-12
 -0.11144065  5.58490668e-12
 -0.10887880  8.66072524e-12
 -0.10631694  1.32941776e-11
 -0.10375509  2.01993581e-11
 -0.10119324  3.03796339e-11
 -0.09863138  4.52268541e-11
 -0.09606953  6.66467688e-11
 -0.09350767  9.72144210e-11
 -0.09094582  1.40362523e-10
 -0.08838397  2.00604426e-10
 -0.08582211  2.83791076e-10
 -0.08326026  3.97398142e-10
 -0.08069840  5.50835354e-10
 -0.07813655  7.55764792e-10
 -0.07557469  1.02640884e-09
 -0.07301284  1.37982174e-09
 -0.07045099  1.83609209e-09
 -0.06788913  2.41843720e-09
 -0.06532728  3.15314573e-09
 -0.06276542  4.06932286e-09
 -0.06020357  5.19839323e-09
 -0.05764172  6.57332317e-09
 -0.05507986  8.22753459e-09
 -0.05251801  1.01934999e-08
 -0.04995615  1.25010303e-08
 -0.04739430  1.51752959e-08
 -0.04483245  1.82346488e-08
 -0.04227059  2.16883501e-08
 -0.03970874  2.55343321e-08
 -0.03714688  2.97571521e-08
 -0.03458503  3.43263087e-08
 -0.03202318  3.91950947e-08
 -0.02946132  4.43001512e-08
 -0.02689947  4.95618575e-08
 -0.02433761  5.48856505e-08
 -0.02177576  6.01643091e-08
 -0.01921391  6.52811697e-08
 -0.01665205  7.01141699e-08
 -0.01409020  7.45405412e-08
 -0.01152834  7.84419105e-08
 -0.00896649  8.17095201e-08
 -0.00640464  8.42492478e-08
 -0.00384278  8.59861058e-08
 -0.00128093  8.68679164e-08
  0.00128093  8.68679164e-08
  0.00384278  8.59861058e-08
  0.00640464  8.42492478e-08
  0.00896649  8.17095201e-08
  0.01152834  7.84419105e-08
  0.01409020  7.45405412e-08
  0.01665205  7.01141699e-08
  0.01921391  6.52811697e-08
  0.02177576  6.01643091e-08
  0.02433761  5.48856505e-08
  0.02689947  4.95618575e-08
  0.02946132  4.43001512e-08
  0.03202318  3.91950947e-08
  0.03458503  3.43263087e-08
  0.03714688  2.97571521e-08
  0.03970874  2.55343321e-08
  0.04227059  2.16883501e-08
  0.04483245  1.82346488e-08
  0.04739430  1.51752959e-08
  0.04995615  1.25010303e-08
  0.05251801  1.01934999e-08
  0.05507986  8.22753459e-09
  0.05764172  6.57332317e-09
  0.06020357  5.19839323e-09
  0.06276542  4.06932286e-09
  0.06532728  3.15314573e-09
  0.06788913  2.41843720e-09
  0.07045099  1.83609209e-09
  0.07301284  1.37982174e-09
  0.07557469  1.02640884e-09
  0.07813655  7.55764792e-10
  0.08069840  5.50835354e-10
  0.08326026  3.97398142e-10
  0.08582211  2.83791076e-10
  0.08838397  2.00604426e-10
  0.09094582  1.40362523e-10
  0.09350767  9.72144210e-11
  0.09606953  6.66467688e-11
  0.09863138  4.52268541e-11
  0.10119324  3.03796339e-11
  0.10375509  2.01993581e-11
  0.10631694  1.32941776e-11
  0.10887880  8.66072524e-12
  0.11144065  5.58490668e-12
  0.11400251  3.56489265e-12
  0.11656436  2.25240181e-12
  0.11912621  1.40868586e-12
  0.12168807  8.72069942e-13
  0.12424992  5.34388812e-13
  0.12681178  3.24139734e-13

# Particle 720, r = 36.31532 AU, Hd = 2.538807e-02 AU, sigma_dust = 5.525853e-09 g/cm^2
# z[AU]      rho[z][g/cm^2]
 -0.12694034  3.23592706e-13
 -0.12437589  5.33486962e-13
 -0.12181143  8.70598212e-13
 -0.11924698  1.40630852e-12
 -0.11668253  2.24860059e-12
 -0.11411808  3.55887643e-12
 -0.11155363  5.57548143e-12
 -0.10898918  8.64610915e-12
 -0.10642473  1.32717420e-11
 -0.10386028  2.01652691e-11
 -0.10129582  3.03283644e-11
 -0.09873137  4.51505279e-11
 -0.09616692  6.65342938e-11
 -0.09360247  9.70503591e-11
 -0.09103802  1.40125643e-10
 -0.08847357  2.00265880e-10
 -0.08590912  2.83312141e-10
 -0.08334467  3.96727481e-10
 -0.08078021  5.49905748e-10
 -0.07821576  7.54489342e-10
 -0.07565131  1.02467664e-09
 -0.07308686  1.37749311e-09
 -0.07052241  1.83299345e-09
 -0.06795796  2.41435577e-09
 -0.06539351  3.14782439e-09
 -0.06282906  4.06245535e-09
 -0.06026460  5.18962027e-09
 -0.05770015  6.56222984e-09
 -0.05513570  8.21364956e-09
 -0.05257125  1.01762971e-08
 -0.05000680  1.24799332e-08
 -0.04744235  1.51496856e-08
 -0.04487790  1.82038755e-08
 -0.04231345  2.16517482e-08
 -0.03974899  2.54912396e-08
 -0.03718454  2.97069331e-08
 -0.03462009  3.42683786e-08
 -0.03205564  3.91289479e-08
 -0.02949119  4.42253889e-08
 -0.02692674  4.94782154e-08
 -0.02436229  5.47930239e-08
 -0.02179784  6.00627741e-08
 -0.01923338  6.51709993e-08
 -0.01666893  6.99958432e-08
 -0.01410448  7.44147445e-08
 -0.01154003  7.83095297e-08
 -0.00897558  8.15716247e-08
 -0.00641113  8.41070664e-08
 -0.00384668  8.58409931e-08
 -0.00128223  8.67213156e-08
  0.00128223  8.67213156e-08
  0.00384668  8.58409931e-08
  0.00641113  8.41070664e-08
  0.00897558  8.15716247e-08
  0.01154003  7.83095297e-08
  0.01410448  7.44147445e-08
  0.01666893  6.99958432e-08
  0.01923338  6.51709993e-08
  0.02179784  6.00627741e-08
  0.02436229  5.47930239e-08
  0.02692674  4.94782154e-08
  0.02949119  4.42253889e-08
  0.03205564  3.91289479e-08
  0.03462009  3.42683786e-08
  0.03718454  2.97069331e-08
  0.03974899  2.54912396e-08
  0.04231345  2.16517482e-08
  0.04487790  1.82038755e-08
  0.04744235  1.51496856e-08
  0.05000680  1.24799332e-08
  0.05257125  1.01762971e-08
  0.05513570  8.21364956e-09
  0.05770015  6.56222984e-09
  0.06026460  5.18962027e-09
  0.06282906  4.06245535e-09
  0.06539351  3.14782439e-09
  0.06795796  2.41435577e-09
  0.07052241  1.83299345e-09
  0.07308686  1.37749311e-09
  0.07565131  1.02467664e-09
  0.07821576  7.54489342e-10
  0.08078021  5.49905748e-10
  0.08334467  3.96727481e-10
  0.08590912  2.83312141e-10
  0.08847357  2.00265880e-10
  0.09103802  1.40125643e-10
  0.09360247  9.70503591e-11
  0.09616692  6.65342938e-11
  0.09873137  4.51505279e-11
  0.10129582  3.03283644e-11
  0.10386028  2.01652691e-11
  0.10642473  1.32717420e-11
  0.10898918  8.64610915e-12
  0.11155363  5.57548143e-12
  0.11411808  3.55887643e-12
  0.11668253  2.24860059e-12
  0.11924698  1.40630852e-12
  0.12181143  8.70598212e-13
  0.12437589  5.33486962e-13
