# Particle 0, r = 1.00000 AU, Hd = 1.713804e-03 AU, sigma_dust = 3.330000e-08 g/cm^2
# z[AU]      rho[z][g/cm^2]
  0.00036560  4.81496323e-06
  0.00041435  4.43755738e-06
  0.00046309  4.04821774e-06
  0.00051184  3.65554911e-06
  0.00056059  3.26745982e-06
  0.00060933  2.89092461e-06
  0.00065808  2.53181607e-06
  0.00070683  2.19480738e-06
  0.00075557  1.88334355e-06
  0.00080432  1.59967428e-06
  0.00085307  1.34493858e-06
  0.00090181  1.11928895e-06
  0.00095056  9.22042324e-07
  0.00099931  7.51845098e-07
  0.00104805  6.06840789e-07
  0.00109680  4.84830611e-07
  0.00114555  3.83419482e-07
  0.00119429  3.00142293e-07
  0.00124304  2.32567536e-07
  0.00129179  1.78377413e-07
  0.00134053  1.35425207e-07
  0.00138928  1.01771935e-07
  0.00143803  7.57051510e-08
  0.00148678  5.57431753e-08
  0.00153552  4.06281319e-08
  0.00158427  2.93110165e-08
  0.00163302  2.09316653e-08
  0.00168176  1.47960421e-08
  0.00173051  1.03527616e-08
  0.00177926  7.17027384e-09
  0.00182800  4.91568615e-09
  0.00187675  3.33581093e-09
  0.00192550  2.24071997e-09
  0.00197424  1.48985024e-09
  0.00202299  9.80542731e-10
  0.00207174  6.38791765e-10
  0.00212048  4.11927673e-10
  0.00216923  2.62936879e-10
  0.00221798  1.66131090e-10
  0.00226672  1.03900874e-10
  0.00231547  6.43215299e-11
  0.00236422  3.94150793e-11
  0.00241296  2.39076737e-11

# Particle 356, r = 18.46146 AU, Hd = 4.835556e-04 AU, sigma_dust = 7.750169e-09 g/cm^2
# z[AU]      rho[z][g/cm^2]
 -0.00241778  2.38283434e-11
 -0.00236893  3.92842925e-11
 -0.00232009  6.41080987e-11
 -0.00227125  1.03556111e-10
 -0.00222240  1.65579835e-10
 -0.00217356  2.62064404e-10
 -0.00212471  4.10560818e-10
 -0.00207587  6.36672131e-10
 -0.00202703  9.77289102e-10
 -0.00197818  1.48490663e-09
 -0.00192934  2.23328483e-09
 -0.00188049  3.32474207e-09
 -0.00183165  4.89937496e-09
 -0.00178281  7.14648148e-09
 -0.00173396  1.03184091e-08
 -0.00168512  1.47469460e-08
 -0.00163627  2.08622100e-08
 -0.00158743  2.92137569e-08
 -0.00153859  4.04933200e-08
 -0.00148974  5.55582087e-08
 -0.00144090  7.54539467e-08
 -0.00139205  1.01434236e-07
 -0.00134321  1.34975840e-07
 -0.00129437  1.77785523e-07
 -0.00124552  2.31795832e-07
 -0.00119668  2.99146363e-07
 -0.00114783  3.82147222e-07
 -0.00109899  4.83221850e-07
 -0.00105015  6.04827175e-07
 -0.00100130  7.49350331e-07
 -0.00095246  9.18982809e-07
 -0.00090361  1.11557493e-06
 -0.00085477  1.34047581e-06
 -0.00080593  1.59436625e-06
 -0.00075708  1.87709426e-06
 -0.00070824  2.18752459e-06
 -0.00065939  2.52341501e-06
 -0.00061055  2.88133196e-06
 -0.00056171  3.25661776e-06
 -0.00051286  3.64341929e-06
 -0.00046402  4.03478498e-06
 -0.00041517  4.42283271e-06
 -0.00036633  4.79898626e-06
 -0.00031749  5.15427250e-06
 -0.00026864  5.47966642e-06
 -0.00021980  5.76646608e-06
 -0.00017095  6.00667644e-06
 -0.00012211  6.19337834e-06
 -0.00007327  6.32105923e-06
 -0.00002442  6.38588339e-06
  0.00002442  6.38588339e-06
  0.00007327  6.32105923e-06
  0.00012211  6.19337834e-06
  0.00017095  6.00667644e-06
  0.00021980  5.76646608e-06
  0.00026864  5.47966642e-06
  0.00031749  5.15427250e-06
  0.00036633  4.79898626e-06
  0.00041517  4.42283271e-06
  0.00046402  4.03478498e-06
  0.00051286  3.64341929e-06
  0.00056171  3.25661776e-06
  0.00061055  2.88133196e-06
  0.00065939  2.52341501e-06
  0.00070824  2.18752459e-06
  0.00075708  1.87709426e-06
  0.00080593  1.59436625e-06
  0.00085477  1.34047581e-06
  0.00090361  1.11557493e-06
  0.00095246  9.18982809e-07
  0.00100130  7.49350331e-07
  0.00105015  6.04827175e-07
  0.00109899  4.83221850e-07
  0.00114783  3.82147222e-07
  0.00119668  2.99146363e-07
  0.00124552  2.31795832e-07
  0.00129437  1.77785523e-07
  0.00134321  1.34975840e-07
  0.00139205  1.01434236e-07
  0.00144090  7.54539467e-08
  0.00148974  5.55582087e-08
  0.00153859  4.04933200e-08
  0.00158743  2.92137569e-08
  0.00163627  2.08622100e-08
  0.00168512  1.47469460e-08
  0.00173396  1.03184091e-08
  0.00178281  7.14648148e-09
  0.00183165  4.89937496e-09
  0.00188049  3.32474207e-09
  0.00192934  2.23328483e-09
  0.00197818  1.48490663e-09
  0.00202703  9.77289102e-10
  0.00207587  6.36672131e-10
  0.00212471  4.10560818e-10
  0.00217356  2.62064404e-10
  0.00222240  1.65579835e-10
  0.00227125  1.03556111e-10
  0.00232009  6.41080987e-11
  0.00236893  3.92842925e-11
  0.00241778  2.38283434e-11

# Particle 357, r = 18.51051 AU, Hd = 4.845179e-04 AU, sigma_dust = 7.739894e-09 g/cm^2
# z[AU]      rho[z][g/cm^2]
 -0.00242259  2.37494856e-11
 -0.00237365  3.91542845e-11
 -0.00232471  6.38959386e-11
 -0.00227577  1.03213401e-10
 -0.00222682  1.65031863e-10
 -0.00217788  2.61197125e-10
 -0.00212894  4.09202103e-10
 -0.00208000  6.34565120e-10
 -0.00203106  9.74054849e-10
 -0.00198212  1.47999247e-09
 -0.00193318  2.22589397e-09
 -0.00188424  3.31373913e-09
 -0.00183530  4.88316090e-09
 -0.00178635  7.12283083e-09
 -0.00173741  1.02842613e-08
 -0.00168847  1.46981423e-08
 -0.00163953  2.07931683e-08
 -0.00159059  2.91170765e-08
 -0.00154165  4.03593109e-08
 -0.00149271  5.53743437e-08
 -0.00144377  7.52042385e-08
 -0.00139482  1.01098548e-07
 -0.00134588  1.34529150e-07
 -0.00129694  1.77197157e-07
 -0.00124800  2.31028724e-07
 -0.00119906  2.98156364e-07
 -0.00115012  3.80882539e-07
 -0.00110118  4.81622669e-07
 -0.00105224  6.02825552e-07
 -0.00100329  7.46870422e-07
 -0.00095435  9.15941516e-07
 -0.00090541  1.11188304e-06
 -0.00085647  1.33603963e-06
 -0.00080753  1.58908984e-06
 -0.00075859  1.87088218e-06
 -0.00070965  2.18028517e-06
 -0.00066071  2.51506399e-06
 -0.00061177  2.87179645e-06
 -0.00056282  3.24584027e-06
 -0.00051388  3.63136171e-06
 -0.00046494  4.02143221e-06
 -0.00041600  4.40819573e-06
 -0.00036706  4.78310443e-06
 -0.00031812  5.13721489e-06
 -0.00026918  5.46153194e-06
 -0.00022024  5.74738247e-06
 -0.00017129  5.98679787e-06
 -0.00012235  6.17288190e-06
 -0.00007341  6.30014023e-06
 -0.00002447  6.36474987e-06
  0.00002447  6.36474987e-06
  0.00007341  6.30014023e-06
  0.00012235  6.17288190e-06
  0.00017129  5.98679787e-06
  0.00022024  5.74738247e-06
  0.00026918  5.46153194e-06
  0.00031812  5.13721489e-06
  0.00036706  4.78310443e-06
  0.00041600  4.40819573e-06
  0.00046494  4.02143221e-06
  0.00051388  3.63136171e-06
  0.00056282  3.24584027e-06
  0.00061177  2.87179645e-06
  0.00066071  2.51506399e-06
  0.00070965  2.18028517e-06
  0.00075859  1.87088218e-06
  0.00080753  1.58908984e-06
  0.00085647  1.33603963e-06
  0.00090541  1.11188304e-06
  0.00095435  9.15941516e-07
  0.00100329  7.46870422e-07
  0.00105224  6.02825552e-07
  0.00110118  4.81622669e-07
  0.00115012  3.80882539e-07
  0.00119906  2.98156364e-07
  0.00124800  2.31028724e-07
  0.00129694  1.77197157e-07
  0.00134588  1.34529150e-07
  0.00139482  1.01098548e-07
  0.00144377  7.52042385e-08
  0.00149271  5.53743437e-08
  0.00154165  4.03593109e-08
  0.00159059  2.91170765e-08
  0.00163953  2.07931683e-08
  0.00168847  1.46981423e-08
  0.00173741  1.02842613e-08
  0.00178635  7.12283083e-09
  0.00183530  4.88316090e-09
  0.00188424  3.31373913e-09
  0.00193318  2.22589397e-09
  0.00198212  1.47999247e-09
  0.00203106  9.74054849e-10
  0.00208000  6.34565120e-10
  0.00212894  4.09202103e-10
  0.00217788  2.61197125e-10
  0.00222682  1.65031863e-10
  0.00227577  1.03213401e-10
  0.00232471  6.38959386e-11
  0.00237365  3.91542845e-11
  0.00242259  2.37494856e-11

# Particle 358, r = 18.55956 AU, Hd = 4.854797e-04 AU, sigma_dust = 7.729660e-09 g/cm^2
# z[AU]      rho[z][g/cm^2]
 -0.00242740  2.36710962e-11
 -0.00237836  3.90250488e-11
 -0.00232932  6.36850385e-11
 -0.00228028  1.02872727e-10
 -0.00223125  1.64487146e-10
 -0.00218221  2.60334997e-10
 -0.00213317  4.07851457e-10
 -0.00208413  6.32470624e-10
 -0.00203509  9.70839806e-10
 -0.00198605  1.47510748e-09
 -0.00193701  2.21854700e-09
 -0.00188798  3.30280153e-09
 -0.00183894  4.86704315e-09
 -0.00178990  7.09932065e-09
 -0.00174086  1.02503162e-08
 -0.00169182  1.46496284e-08
 -0.00164278  2.07245368e-08
 -0.00159375  2.90209704e-08
 -0.00154471  4.02260977e-08
 -0.00149567  5.51915707e-08
 -0.00144663  7.49560134e-08
 -0.00139759  1.00764854e-07
 -0.00134855  1.34085112e-07
 -0.00129952  1.76612286e-07
 -0.00125048  2.30266172e-07
 -0.00120144  2.97172245e-07
 -0.00115240  3.79625368e-07
 -0.00110336  4.80032987e-07
 -0.00105432  6.00835818e-07
 -0.00100529  7.44405242e-07
 -0.00095625  9.12918287e-07
 -0.00090721  1.10821307e-06
 -0.00085817  1.33162979e-06
 -0.00080913  1.58384476e-06
 -0.00076009  1.86470699e-06
 -0.00071106  2.17308875e-06
 -0.00066202  2.50676257e-06
 -0.00061298  2.86231757e-06
 -0.00056394  3.23512679e-06
 -0.00051490  3.61937575e-06
 -0.00046586  4.00815875e-06
 -0.00041683  4.39364569e-06
 -0.00036779  4.76731694e-06
 -0.00031875  5.12025859e-06
 -0.00026971  5.44350517e-06
 -0.00022067  5.72841220e-06
 -0.00017163  5.96703737e-06
 -0.00012260  6.15250719e-06
 -0.00007356  6.27934549e-06
 -0.00002452  6.34374187e-06
  0.00002452  6.34374187e-06
  0.00007356  6.27934549e-06
  0.00012260  6.15250719e-06
  0.00017163  5.96703737e-06
  0.00022067  5.72841220e-06
  0.00026971  5.44350517e-06
  0.00031875  5.12025859e-06
  0.00036779  4.76731694e-06
  0.00041683  4.39364569e-06
  0.00046586  4.00815875e-06
  0.00051490  3.61937575e-06
  0.00056394  3.23512679e-06
  0.00061298  2.86231757e-06
  0.00066202  2.50676257e-06
  0.00071106  2.17308875e-06
  0.00076009  1.86470699e-06
  0.00080913  1.58384476e-06
  0.00085817  1.33162979e-06
  0.00090721  1.10821307e-06
  0.00095625  9.12918287e-07
  0.00100529  7.44405242e-07
  0.00105432  6.00835818e-07
  0.00110336  4.80032987e-07
  0.00115240  3.79625368e-07
  0.00120144  2.97172245e-07
  0.00125048  2.30266172e-07
  0.00129952  1.76612286e-07
  0.00134855  1.34085112e-07
  0.00139759  1.00764854e-07
  0.00144663  7.49560134e-08
  0.00149567  5.51915707e-08
  0.00154471  4.02260977e-08
  0.00159375  2.90209704e-08
  0.00164278  2.07245368e-08
  0.00169182  1.46496284e-08
  0.00174086  1.02503162e-08
  0.00178990  7.09932065e-09
  0.00183894  4.86704315e-09
  0.00188798  3.30280153e-09
  0.00193701  2.21854700e-09
  0.00198605  1.47510748e-09
  0.00203509  9.70839806e-10
  0.00208413  6.32470624e-10
  0.00213317  4.07851457e-10
  0.00218221  2.60334997e-10
  0.00223125  1.64487146e-10
  0.00228028  1.02872727e-10
  0.00232932  6.36850385e-11
  0.00237836  3.90250488e-11
  0.00242740  2.36710962e-11

# Particle 359, r = 18.60861 AU, Hd = 4.864408e-04 AU, sigma_dust = 7.719466e-09 g/cm^2
# z[AU]      rho[z][g/cm^2]
 -0.00243220  2.35931710e-11
 -0.00238307  3.88965786e-11
 -0.00233393  6.34753878e-11
 -0.00228480  1.02534071e-10
 -0.00223566  1.63945655e-10
 -0.00218653  2.59477976e-10
 -0.00213739  4.06508813e-10
 -0.00208826  6.30388534e-10
 -0.00203912  9.67643807e-10
 -0.00198999  1.47025144e-09
 -0.00194085  2.21124356e-09
 -0.00189171  3.29192873e-09
 -0.00184258  4.85102088e-09
 -0.00179344  7.07594973e-09
 -0.00174431  1.02165722e-08
 -0.00169517  1.46014019e-08
 -0.00164604  2.06563117e-08
 -0.00159690  2.89254335e-08
 -0.00154777  4.00936737e-08
 -0.00149863  5.50098804e-08
 -0.00144950  7.47092586e-08
 -0.00140036  1.00433137e-07
 -0.00135122  1.33643705e-07
 -0.00130209  1.76030879e-07
 -0.00125295  2.29508137e-07
 -0.00120382  2.96193956e-07
 -0.00115468  3.78375644e-07
 -0.00110555  4.78452722e-07
 -0.00105641  5.98857870e-07
 -0.00100728  7.41954665e-07
 -0.00095814  9.09912965e-07
 -0.00090901  1.10456484e-06
 -0.00085987  1.32724607e-06
 -0.00081073  1.57863076e-06
 -0.00076160  1.85856839e-06
 -0.00071246  2.16593495e-06
 -0.00066333  2.49851032e-06
 -0.00061419  2.85289483e-06
 -0.00056506  3.22447677e-06
 -0.00051592  3.60746079e-06
 -0.00046679  3.99496392e-06
 -0.00041765  4.37918184e-06
 -0.00036852  4.75162296e-06
 -0.00031938  5.10340273e-06
 -0.00027024  5.42558519e-06
 -0.00022111  5.70955430e-06
 -0.00017197  5.94739392e-06
 -0.00012284  6.13225318e-06
 -0.00007370  6.25867392e-06
 -0.00002457  6.32285831e-06
  0.00002457  6.32285831e-06
  0.00007370  6.25867392e-06
  0.00012284  6.13225318e-06
  0.00017197  5.94739392e-06
  0.00022111  5.70955430e-06
  0.00027024  5.42558519e-06
  0.00031938  5.10340273e-06
  0.00036852  4.75162296e-06
  0.00041765  4.37918184e-06
  0.00046679  3.99496392e-06
  0.00051592  3.60746079e-06
  0.00056506  3.22447677e-06
  0.00061419  2.85289483e-06
  0.00066333  2.49851032e-06
  0.00071246  2.16593495e-06
  0.00076160  1.85856839e-06
  0.00081073  1.57863076e-06
  0.00085987  1.32724607e-06
  0.00090901  1.10456484e-06
  0.00095814  9.09912965e-07
  0.00100728  7.41954665e-07
  0.00105641  5.98857870e-07
  0.00110555  4.78452722e-07
  0.00115468  3.78375644e-07
  0.00120382  2.96193956e-07
  0.00125295  2.29508137e-07
  0.00130209  1.76030879e-07
  0.00135122  1.33643705e-07
  0.00140036  1.00433137e-07
  0.00144950  7.47092586e-08
  0.00149863  5.50098804e-08
  0.00154777  4.00936737e-08
  0.00159690  2.89254335e-08
  0.00164604  2.06563117e-08
  0.00169517  1.46014019e-08
  0.00174431  1.02165722e-08
  0.00179344  7.07594973e-09
  0.00184258  4.85102088e-09
  0.00189171  3.29192873e-09
  0.00194085  2.21124356e-09
  0.00198999  1.47025144e-09
  0.00203912  9.67643807e-10
  0.00208826  6.30388534e-10
  0.00213739  4.06508813e-10
  0.00218653  2.59477976e-10
  0.00223566  1.63945655e-10
  0.00228480  1.02534071e-10
  0.00233393  6.34753878e-11
  0.00238307  3.88965786e-11
  0.00243220  2.35931710e-11

# Particle 360, r = 18.65766 AU, Hd = 4.874013e-04 AU, sigma_dust = 7.709313e-09 g/cm^2
# z[AU]      rho[z][g/cm^2]
 -0.00243701  2.35157063e-11
 -0.00238777  3.87688673e-11
 -0.00233854  6.32669755e-11
 -0.00228931  1.02197415e-10
 -0.00224008  1.63407364e-10
 -0.00219084  2.58626017e-10
 -0.00214161  4.05174100e-10
 -0.00209238  6.28318745e-10
 -0.00204315  9.64466689e-10
 -0.00199391  1.46542408e-09
 -0.00194468  2.20398326e-09
 -0.00189545  3.28112016e-09
 -0.00184622  4.83509325e-09
 -0.00179698  7.05271687e-09
 -0.00174775  1.01830276e-08
 -0.00169852  1.45534604e-08
 -0.00164929  2.05884897e-08
 -0.00160005  2.88304611e-08
 -0.00155082  3.99620319e-08
 -0.00150159  5.48292634e-08
 -0.00145236  7.44639616e-08
 -0.00140312  1.00103379e-07
 -0.00135389  1.33204905e-07
 -0.00130466  1.75452908e-07
 -0.00125543  2.28754580e-07
 -0.00120620  2.95221446e-07
 -0.00115696  3.77133302e-07
 -0.00110773  4.76881791e-07
 -0.00105850  5.96891607e-07
 -0.00100927  7.39518564e-07
 -0.00096003  9.06925398e-07
 -0.00091080  1.10093816e-06
 -0.00086157  1.32288825e-06
 -0.00081234  1.57344755e-06
 -0.00076310  1.85246605e-06
 -0.00071387  2.15882342e-06
 -0.00066464  2.49030683e-06
 -0.00061541  2.84352777e-06
 -0.00056617  3.21388967e-06
 -0.00051694  3.59561621e-06
 -0.00046771  3.98184703e-06
 -0.00041848  4.36480343e-06
 -0.00036924  4.73602169e-06
 -0.00032001  5.08664644e-06
 -0.00027078  5.40777106e-06
 -0.00022155  5.69080780e-06
 -0.00017231  5.92786651e-06
 -0.00012308  6.11211881e-06
 -0.00007385  6.23812447e-06
 -0.00002462  6.30209812e-06
  0.00002462  6.30209812e-06
  0.00007385  6.23812447e-06
  0.00012308  6.11211881e-06
  0.00017231  5.92786651e-06
  0.00022155  5.69080780e-06
  0.00027078  5.40777106e-06
  0.00032001  5.08664644e-06
  0.00036924  4.73602169e-06
  0.00041848  4.36480343e-06
  0.00046771  3.98184703e-06
  0.00051694  3.59561621e-06
  0.00056617  3.21388967e-06
  0.00061541  2.84352777e-06
  0.00066464  2.49030683e-06
  0.00071387  2.15882342e-06
  0.00076310  1.85246605e-06
  0.00081234  1.57344755e-06
  0.00086157  1.32288825e-06
  0.00091080  1.10093816e-06
  0.00096003  9.06925398e-07
  0.00100927  7.39518564e-07
  0.00105850  5.96891607e-07
  0.00110773  4.76881791e-07
  0.00115696  3.77133302e-07
  0.00120620  2.95221446e-07
  0.00125543  2.28754580e-07
  0.00130466  1.75452908e-07
  0.00135389  1.33204905e-07
  0.00140312  1.00103379e-07
  0.00145236  7.44639616e-08
  0.00150159  5.48292634e-08
  0.00155082  3.99620319e-08
  0.00160005  2.88304611e-08
  0.00164929  2.05884897e-08
  0.00169852  1.45534604e-08
  0.00174775  1.01830276e-08
  0.00179698  7.05271687e-09
  0.00184622  4.83509325e-09
  0.00189545  3.28112016e-09
  0.00194468  2.20398326e-09
  0.00199391  1.46542408e-09
  0.00204315  9.64466689e-10
  0.00209238  6.28318745e-10
  0.00214161  4.05174100e-10
  0.00219084  2.58626017e-10
  0.00224008  1.63407364e-10
  0.00228931  1.02197415e-10
  0.00233854  6.32669755e-11
  0.00238777  3.87688673e-11
  0.00243701  2.35157063e-11

# Particle 361, r = 18.70671 AU, Hd = 4.883612e-04 AU, sigma_dust = 7.699199e-09 g/cm^2
# z[AU]      rho[z][g/cm^2]
 -0.00244181  2.34386979e-11
 -0.00239248  3.86419084e-11
 -0.00234315  6.30597911e-11
 -0.00229382  1.01862743e-10
 -0.00224449  1.62872243e-10
 -0.00219516  2.57779078e-10
 -0.00214583  4.03847251e-10
 -0.00209650  6.26261149e-10
 -0.00204717  9.61308288e-10
 -0.00199784  1.46062516e-09
 -0.00194851  2.19676574e-09
 -0.00189918  3.27037527e-09
 -0.00184985  4.81925946e-09
 -0.00180052  7.02962089e-09
 -0.00175119  1.01496806e-08
 -0.00170186  1.45058012e-08
 -0.00165254  2.05210673e-08
 -0.00160321  2.87360481e-08
 -0.00155388  3.98311657e-08
 -0.00150455  5.46497105e-08
 -0.00145522  7.42201097e-08
 -0.00140589  9.97755644e-08
 -0.00135656  1.32768690e-07
 -0.00130723  1.74878341e-07
 -0.00125790  2.28005463e-07
 -0.00120857  2.94254666e-07
 -0.00115924  3.75898280e-07
 -0.00110991  4.75320116e-07
 -0.00106058  5.94936928e-07
 -0.00101125  7.37096815e-07
 -0.00096192  9.03955431e-07
 -0.00091259  1.09733284e-06
 -0.00086326  1.31855610e-06
 -0.00081394  1.56829488e-06
 -0.00076461  1.84639966e-06
 -0.00071528  2.15175378e-06
 -0.00066595  2.48215166e-06
 -0.00061662  2.83421588e-06
 -0.00056729  3.20336494e-06
 -0.00051796  3.58384142e-06
 -0.00046863  3.96880742e-06
 -0.00041930  4.35050972e-06
 -0.00036997  4.72051234e-06
 -0.00032064  5.06998888e-06
 -0.00027131  5.39006189e-06
 -0.00022198  5.67217175e-06
 -0.00017265  5.90845415e-06
 -0.00012332  6.09210306e-06
 -0.00007399  6.21769609e-06
 -0.00002466  6.28146023e-06
  0.00002466  6.28146023e-06
  0.00007399  6.21769609e-06
  0.00012332  6.09210306e-06
  0.00017265  5.90845415e-06
  0.00022198  5.67217175e-06
  0.00027131  5.39006189e-06
  0.00032064  5.06998888e-06
  0.00036997  4.72051234e-06
  0.00041930  4.35050972e-06
  0.00046863  3.96880742e-06
  0.00051796  3.58384142e-06
  0.00056729  3.20336494e-06
  0.00061662  2.83421588e-06
  0.00066595  2.48215166e-06
  0.00071528  2.15175378e-06
  0.00076461  1.84639966e-06
  0.00081394  1.56829488e-06
  0.00086326  1.31855610e-06
  0.00091259  1.09733284e-06
  0.00096192  9.03955431e-07
  0.00101125  7.37096815e-07
  0.00106058  5.94936928e-07
  0.00110991  4.75320116e-07
  0.00115924  3.75898280e-07
  0.00120857  2.94254666e-07
  0.00125790  2.28005463e-07
  0.00130723  1.74878341e-07
  0.00135656  1.32768690e-07
  0.00140589  9.97755644e-08
  0.00145522  7.42201097e-08
  0.00150455  5.46497105e-08
  0.00155388  3.98311657e-08
  0.00160321  2.87360481e-08
  0.00165254  2.05210673e-08
  0.00170186  1.45058012e-08
  0.00175119  1.01496806e-08
  0.00180052  7.02962089e-09
  0.00184985  4.81925946e-09
  0.00189918  3.27037527e-09
  0.00194851  2.19676574e-09
  0.00199784  1.46062516e-09
  0.00204717  9.61308288e-10
  0.00209650  6.26261149e-10
  0.00214583  4.03847251e-10
  0.00219516  2.57779078e-10
  0.00224449  1.62872243e-10
  0.00229382  1.01862743e-10
  0.00234315  6.30597911e-11
  0.00239248  3.86419084e-11
  0.00244181  2.34386979e-11

# Particle 362, r = 18.75576 AU, Hd = 4.893204e-04 AU, sigma_dust = 7.689125e-09 g/cm^2
# z[AU]      rho[z][g/cm^2]
 -0.00244660  2.33621420e-11
 -0.00239718  3.85156954e-11
 -0.00234775  6.28538240e-11
 -0.00229832  1.01530036e-10
 -0.00224890  1.62340267e-10
 -0.00219947  2.56937115e-10
 -0.00215004  4.02528197e-10
 -0.00210062  6.24215643e-10
 -0.00205119  9.58168444e-10
 -0.00200177  1.45585444e-09
 -0.00195234  2.18959062e-09
 -0.00190291  3.25969350e-09
 -0.00185349  4.80351870e-09
 -0.00180406  7.00666060e-09
 -0.00175463  1.01165295e-08
 -0.00170521  1.44584221e-08
 -0.00165578  2.04540409e-08
 -0.00160635  2.86421899e-08
 -0.00155693  3.97010683e-08
 -0.00150750  5.44712126e-08
 -0.00145808  7.39776905e-08
 -0.00140865  9.94496755e-08
 -0.00135922  1.32335038e-07
 -0.00130980  1.74307150e-07
 -0.00126037  2.27260747e-07
 -0.00121094  2.93293565e-07
 -0.00116152  3.74670513e-07
 -0.00111209  4.73767616e-07
 -0.00106267  5.92993733e-07
 -0.00101324  7.34689295e-07
 -0.00096381  9.01002914e-07
 -0.00091439  1.09374871e-06
 -0.00086496  1.31424941e-06
 -0.00081553  1.56317248e-06
 -0.00076611  1.84036891e-06
 -0.00071668  2.14472568e-06
 -0.00066726  2.47404441e-06
 -0.00061783  2.82495871e-06
 -0.00056840  3.19290205e-06
 -0.00051898  3.57213580e-06
 -0.00046955  3.95584442e-06
 -0.00042012  4.33630000e-06
 -0.00037070  4.70509411e-06
 -0.00032127  5.05342918e-06
 -0.00027184  5.37245676e-06
 -0.00022242  5.65364519e-06
 -0.00017299  5.88915584e-06
 -0.00012357  6.07220492e-06
 -0.00007414  6.19738772e-06
 -0.00002471  6.26094360e-06
  0.00002471  6.26094360e-06
  0.00007414  6.19738772e-06
  0.00012357  6.07220492e-06
  0.00017299  5.88915584e-06
  0.00022242  5.65364519e-06
  0.00027184  5.37245676e-06
  0.00032127  5.05342918e-06
  0.00037070  4.70509411e-06
  0.00042012  4.33630000e-06
  0.00046955  3.95584442e-06
  0.00051898  3.57213580e-06
  0.00056840  3.19290205e-06
  0.00061783  2.82495871e-06
  0.00066726  2.47404441e-06
  0.00071668  2.14472568e-06
  0.00076611  1.84036891e-06
  0.00081553  1.56317248e-06
  0.00086496  1.31424941e-06
  0.00091439  1.09374871e-06
  0.00096381  9.01002914e-07
  0.00101324  7.34689295e-07
  0.00106267  5.92993733e-07
  0.00111209  4.73767616e-07
  0.00116152  3.74670513e-07
  0.00121094  2.93293565e-07
  0.00126037  2.27260747e-07
  0.00130980  1.74307150e-07
  0.00135922  1.32335038e-07
  0.00140865  9.94496755e-08
  0.00145808  7.39776905e-08
  0.00150750  5.44712126e-08
  0.00155693  3.97010683e-08
  0.00160635  2.86421899e-08
  0.00165578  2.04540409e-08
  0.00170521  1.44584221e-08
  0.00175463  1.01165295e-08
  0.00180406  7.00666060e-09
  0.00185349  4.80351870e-09
  0.00190291  3.25969350e-09
  0.00195234  2.18959062e-09
  0.00200177  1.45585444e-09
  0.00205119  9.58168444e-10
  0.00210062  6.24215643e-10
  0.00215004  4.02528197e-10
  0.00219947  2.56937115e-10
  0.00224890  1.62340267e-10
  0.00229832  1.01530036e-10
  0.00234775  6.28538240e-11
  0.00239718  3.85156954e-11
  0.00244660  2.33621420e-11

# Particle 363, r = 18.80480 AU, Hd = 4.902790e-04 AU, sigma_dust = 7.679091e-09 g/cm^2
# z[AU]      rho[z][g/cm^2]
 -0.00245140  2.32860346e-11
 -0.00240187  3.83902220e-11
 -0.00235235  6.26490637e-11
 -0.00230283  1.01199280e-10
 -0.00225330  1.61811407e-10
 -0.00220378  2.56100085e-10
 -0.00215426  4.01216871e-10
 -0.00210473  6.22182121e-10
 -0.00205521  9.55046997e-10
 -0.00200569  1.45111167e-09
 -0.00195616  2.18245754e-09
 -0.00190664  3.24907432e-09
 -0.00185712  4.78787017e-09
 -0.00180759  6.98383484e-09
 -0.00175807  1.00835726e-08
 -0.00170855  1.44113205e-08
 -0.00165903  2.03874073e-08
 -0.00160950  2.85488815e-08
 -0.00155998  3.95717332e-08
 -0.00151046  5.42937605e-08
 -0.00146093  7.37366917e-08
 -0.00141141  9.91256961e-08
 -0.00136189  1.31903928e-07
 -0.00131236  1.73739305e-07
 -0.00126284  2.26520395e-07
 -0.00121332  2.92338096e-07
 -0.00116379  3.73449941e-07
 -0.00111427  4.72224213e-07
 -0.00106475  5.91061924e-07
 -0.00101522  7.32295881e-07
 -0.00096570  8.98067696e-07
 -0.00091618  1.09018558e-06
 -0.00086665  1.30996795e-06
 -0.00081713  1.55808010e-06
 -0.00076761  1.83437350e-06
 -0.00071809  2.13773876e-06
 -0.00066856  2.46598466e-06
 -0.00061904  2.81575578e-06
 -0.00056952  3.18250046e-06
 -0.00051999  3.56049878e-06
 -0.00047047  3.94295738e-06
 -0.00042095  4.32217354e-06
 -0.00037142  4.68976622e-06
 -0.00032190  5.03696651e-06
 -0.00027238  5.35495479e-06
 -0.00022285  5.63522718e-06
 -0.00017333  5.86997060e-06
 -0.00012381  6.05242336e-06
 -0.00007428  6.17719835e-06
 -0.00002476  6.24054718e-06
  0.00002476  6.24054718e-06
  0.00007428  6.17719835e-06
  0.00012381  6.05242336e-06
  0.00017333  5.86997060e-06
  0.00022285  5.63522718e-06
  0.00027238  5.35495479e-06
  0.00032190  5.03696651e-06
  0.00037142  4.68976622e-06
  0.00042095  4.32217354e-06
  0.00047047  3.94295738e-06
  0.00051999  3.56049878e-06
  0.00056952  3.18250046e-06
  0.00061904  2.81575578e-06
